title,authors,published,DOI,URL,journal,issue,volume,pages,article_type_site,pubmed_pubtypes,abstract_md
"Impact of a Smartwatch Hypertension Notification Feature for Population Screening.","Cohen JB Author; Addo DK Author; Jacobs JA Author; Greene TH Author; Xu Y Author; Picone DS Author; Shimbo D Author; Bress AP Author","2026 Mar 17","10.1001/jama.2025.26925","https://jamanetwork.com/journals/jama/fullarticle/2844767","JAMA","11","335","1001-1003","","Journal Article","This cross-sectional study assesses the potential impact of a smartwatch hypertension notification feature for US adults who have not been diagnosed with hypertension."
"Emergency Department-Initiated Buprenorphine for Opioid Use Disorder: A Randomized Clinical Trial.","D'Onofrio G Author; Herring AA Author; Hawk KF Author; Perrone J Author; Cowan E Author; McCormack RP Author; Dziura J Author; Matthews AG Author; Pantalon MV Author; Owens P Author; Martel S Author; Coupet E Jr Author; Lofwall MR Author; Walsh SL Author; Edelman EJ Author; Carpenter JE Author; Strout TD Author; Baumann MR Author; Anderson E Author; Barrett TW Author; Dorey A Author; Taillac P Author; Cochran G Author; Crandall CS Author; Wilson J Author; Manteuffel J Author; Cole JB Author; Whiteside LK Author; Jones C Author; Samuels E Author; Huntley K Author; Fiellin DA Author; ED INNOVATION Investigators CollectiveName","2026 Mar 17","10.1001/jama.2025.27019","https://jamanetwork.com/journals/jama/fullarticle/2845042","JAMA","11","335","948-960","","Clinical Trial, Phase II; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial","Extended-release injectable buprenorphine may expand the reach of initiating medications for opioid use disorder in high-risk and hard-to-reach individuals who visit the emergency department (ED) and can be administered in low levels of withdrawal. To compare the effect of ED-initiated 7-day extended-release injectable buprenorphine vs sublingual buprenorphine on treatment engagement at 7 days. Multicenter randomized clinical trial enrolling adult patients presenting to the ED with untreated opioid use disorder and a Clinical Opiate Withdrawal Scale (COWS) score of 4 or higher across 29 EDs in the US from July 12, 2020, to August 21, 2024. Final follow-up was completed on October 24, 2024. Patients were randomized to receive a 24-mg injection of extended-release buprenorphine (equivalent to 16 mg/d) or sublingual buprenorphine, which included either self-administration instructions if the COWS score was less than 8 or administration of 8 mg of sublingual buprenorphine in the ED if the COWS score was 8 or higher. All sublingual buprenorphine group patients received a 7-day prescription for 16 mg/d. Both groups were provided referral for ongoing medication with a scheduled appointment within 7 days. Engagement in opioid use disorder treatment on day 7 was the primary outcome. Secondary outcomes included engagement at 30 days, precipitated withdrawal and overdose events, craving scores, days of illicit opioid use, and patient satisfaction with treatment. Among 2000 patients randomized, 6 who were enrolled twice were excluded, resulting in 991 in the extended-release group and 1003 in the sublingual group. The median age was 37 (IQR, 30-47) years, 68% were male, 31% had an initial COWS score of 4 to 7, and 76% tested positive for fentanyl. The adjusted proportion of engagement in opioid use disorder treatment at 7 days was 40.5% with extended-release buprenorphine vs 38.5% with sublingual buprenorphine (adjusted difference, 1.6%; 95% CI, -2.8% to 6.0%). Engagement at 30 days was similar, with adjusted proportions of 43.8% with extended-release buprenorphine vs 44.9% with sublingual buprenorphine (adjusted difference, -1.5%; 95% CI, -6.2% to 3.2%). Precipitated withdrawal was rare: 6 (0.6%) with extended-release buprenorphine and 8 (0.8%) with sublingual buprenorphine. Overdose events within 30 days occurred in 18 participants (2.3%) in each group. Patients receiving extended-release buprenorphine reported lower mean craving scores at 7 days vs those receiving sublingual buprenorphine (scale, 0-100; mean score, 26.5 vs 30.2, respectively; adjusted mean difference, -3.85; 95% CI, -7.08 to -0.63), fewer days of illicit opioid use in the past 7 days (adjusted ratio of means, 0.77; 95% CI, 0.68-0.95), and better treatment satisfaction scores (scale, 1-5; adjusted mean difference, 0.13; 95% CI, 0.01-0.25). No difference was detected in opioid use disorder treatment engagement on day 7 between the 7-day extended-release and sublingual buprenorphine groups. Both buprenorphine formulations were well tolerated; precipitated withdrawal was rare despite a high prevalence of fentanyl. ClinicalTrials.gov Identifier: NCT04225598."
"Restrictive vs Liberal Physical Restraint Strategies in Critically Ill Patients: The R2D2-ICU Randomized Clinical Trial.","Sonneville R Author; Couffignal C Author; Sigaud F Author; Thy M Author; Godard V Author; Audibert J Author; Contou D Author; Celier A Author; Djibré M Author; Rambaud T Author; Jaquet P Author; Mekontso Dessap A Author; Bourel C Author; Belot R Author; Roy C Author; Nait Sidenas F Author; Essardy F Author; Timsit JF Author; Cornic R Author; Bouadma L Author; R2D2-ICU Investigator Study Group CollectiveName","2026 Mar 17","10.1001/jama.2026.2897","https://jamanetwork.com/journals/jama/fullarticle/2846726","JAMA","","","","","Journal Article","The effect of wrist-strap physical restraints on outcomes in patients receiving mechanical ventilation in the intensive care unit (ICU) remains uncertain. To investigate the effect of a low-use wrist-strap physical restraint strategy in critically ill patients receiving invasive mechanical ventilation. Open-label randomized clinical trial conducted across 10 ICUs in France. Between January 5, 2021, and January 2, 2024, 405 adult patients who had initiated invasive mechanical ventilation within the previous 6 hours and were expected to require ventilation for at least 48 hours were enrolled. Follow-up was completed on May 17, 2024. Statistical analysis was conducted from June 1, 2025, to December 15, 2025. Patients were randomized to undergo either a restrictive, low-use physical restraint strategy (wrist straps avoided unless necessary because of severe agitation, defined as a Richmond Agitation-Sedation Scale score of &#x2265;3 [on a scale from -5 (unresponsive) to 4 (combative)]; n&#x2009;=&#x2009;201) or a liberal, high-use strategy (wrist straps applied systematically and reassessed daily; n&#x2009;=&#x2009;204). Discontinuation of restraints was allowed in patients who were awake or extubated without delirium (measured via the Confusion Assessment Method for the ICU). The primary outcome was the number of days alive without coma or delirium during the first 14 days after randomization. Secondary outcomes included incidence of self-extubation and day-90 mortality. Among 396 patients with available primary outcome data, the median (IQR) age was 65 (56-73) years, 245 (62%) were male, and the median (IQR) Sequential Organ Failure Assessment score was 7 (4-10). The mean days alive without coma or delirium were 6.67 days (95% CI, 5.69-7.65) in the low-use strategy group and 6.30 days (95% CI, 5.35-7.24) in the high-use strategy group (adjusted mean difference, 0.37 days [95% CI, -0.71 to 1.46]; P&#x2009;=&#x2009;.51). Self-extubation occurred in 18 patients (9.2%) in the low-use strategy group and 17 (8.5%) in the high-use strategy group, and day-90 mortality was 37.2% and 41.0%, respectively. In this randomized clinical trial, among adult patients receiving mechanical ventilation in the ICU, a low-use wrist-strap physical restraint strategy compared with a high-use strategy did not reduce days free of delirium or coma at 14 days. ClinicalTrials.gov Identifier: NCT04273360."
"Coffee and Tea Intake, Dementia Risk, and Cognitive Function.","Zhang Y Author; Liu Y Author; Li Y Author; Li Y Author; Gu X Author; Kang JH Author; Eliassen AH Author; Wang M Author; Rimm EB Author; Willett WC Author; Hu FB Author; Stampfer MJ Author; Wang DD Author","2026 Mar 17","10.1001/jama.2025.27259","https://jamanetwork.com/journals/jama/fullarticle/2844764","JAMA","11","335","961-974","","Journal Article","Evidence linking coffee and tea to cognitive health remains inconclusive, and most studies fail to differentiate caffeinated from decaffeinated coffee. To investigate associations of coffee and tea intake with dementia risk and cognitive function. Prospective cohort study that included female participants from the Nurses' Health Study (NHS; n&#x2009;=&#x2009;86&#x202f;606 with data from 1980-2023) and male participants from the Health Professionals Follow-up Study (HPFS; n&#x2009;=&#x2009;45&#x202f;215 with data from 1986-2023) who did not have cancer, Parkinson disease, or dementia at study entry (baseline) in the US. The primary exposures were intakes of caffeinated coffee, decaffeinated coffee, and tea. Dietary intake was collected every 2 to 4 years using validated food frequency questionnaires. The primary outcome was dementia, which was identified via death records and physician diagnoses. The secondary outcomes included subjective cognitive decline assessed by a questionnaire-based score (range, 0-7; higher scores indicate greater perceived decline; cases defined as those with a score &#x2265;3) and objective cognitive function assessed only in the NHS cohort using telephone-based neuropsychological tests such as the Telephone Interview for Cognitive Status (TICS) score (range, 0-41) and a measure of global cognition (a standardized mean z score for all 6 administered cognitive tests). Among 131&#x202f;821 participants (mean age at baseline, 46.2 [SD, 7.2] years in the NHS cohort and 53.8 [SD, 9.7] years in the HPFS cohort; 65.7% were female) during up to 43 years of follow-up (median, 36.8 years; IQR, 28-42 years), there were 11&#x202f;033 cases of incident dementia. After adjusting for potential confounders and pooling results across cohorts, higher caffeinated coffee intake was significantly associated with lower dementia risk (141 vs 330 cases per 100&#x202f;000 person-years comparing the fourth [highest] quartile of consumption with the first [lowest] quartile; hazard ratio, 0.82 [95% CI, 0.76 to 0.89]) and lower prevalence of subjective cognitive decline (7.8% vs 9.5%, respectively; prevalence ratio, 0.85 [95% CI, 0.78 to 0.93]). In the NHS cohort, higher caffeinated coffee intake was also associated with better objective cognitive performance. Compared with participants in the lowest quartile, those in the highest quartile had a higher mean TICS score (mean difference, 0.11 [95% CI, 0.01 to 0.21]) and a higher mean global cognition score (mean difference, 0.02 [95% CI, -0.01 to 0.04]); however, the association with global cognition was not statistically significant (P&#x2009;=&#x2009;.06). Higher intake of tea showed similar associations with these cognitive outcomes, whereas decaffeinated coffee intake was not associated with lower dementia risk or better cognitive performance. A dose-response analysis showed nonlinear inverse associations of caffeinated coffee and tea intake levels with dementia risk and subjective cognitive decline. The most pronounced associated differences were observed with intake of approximately 2 to 3 cups per day of caffeinated coffee or 1 to 2 cups per day of tea. Greater consumption of caffeinated coffee and tea was associated with lower risk of dementia and modestly better cognitive function, with the most pronounced association at moderate intake levels."
"Lithium for Alzheimer Disease-Pilot Study Sets the Stage for Larger Trials.","Rubin R Author","2026 Mar 20","10.1001/jama.2026.3046","https://jamanetwork.com/journals/jama/fullarticle/2846853","JAMA","","","","","Journal Article","This Medical News story discusses recent research about the possible use of lithium as an Alzheimer disease treatment, including a pilot clinical trial in people with mild cognitive impairment."
"National Estimates of Pediatric Sepsis in US Hospitals Using Clinical Data.","Rhee C Author; Balamuth F Author; Dysart K Author; Miller E Author; Li Z Author; Huang J Author; Gunturi D Author; Ostapenko S Author; Jin R Author; DelloStritto L Author; Guy J Author; Poland R Author; Sands K Author; Bennett TD Author; Scott HF Author; Alpern ER Author; Sanchez-Pinto LN Author; Russell S Author; DeWitt PE Author; Rebull MN Author; Gray C Author; Daniels L Author; Otto S Author; Carter C Author; Cook LJ Author; Tsemberis E Author; Jordan JT Author; Kapes J Author; Tunick R Author; Kadri SS Author; Badesch BL Author; Chen HC Author; Klompas M Author; Weiss SL Author","2026 Mar 22","10.1001/jama.2026.3100","https://jamanetwork.com/journals/jama/fullarticle/2846848","JAMA","","","","","Journal Article","Pediatric sepsis causes substantial morbidity and mortality, but population surveillance relies on administrative codes with limited and variable accuracy. To estimate US national incidence, mortality, and trends of sepsis in nonneonatal children using a Pediatric Sepsis Event (PSE) definition adapted from the 2024 Phoenix criteria for scalable electronic health record (EHR)-based surveillance using routinely captured clinical data. Retrospective cohort study of 3.9 million hospitalizations (age, &gt;30 days to 17 years) in 2 EHR datasets: Epic Cosmos (245 health care systems, 2016-2023) and HCA Healthcare (146 hospitals, 2018-2023). Secondary datasets were analyzed to assess feasibility of implementation and face validity across heterogeneous settings. The PSE was validated through medical record reviews of 581 high-risk encounters at 3 geographically diverse hospitals. A PSE required presumed infection with concurrent organ dysfunction using Phoenix-derived thresholds adapted for routine EHR data. Septic shock was defined as a PSE with cardiovascular dysfunction. Sepsis incidence, characteristics, and in-hospital mortality were calculated. Sensitivity and specificity of PSE for physician-adjudicated Phoenix sepsis were compared with administrative codes for severe sepsis/septic shock. National sepsis case counts and deaths in 2022 and temporal trends from 2016 to 2022 were estimated using regression models. Among 3&#x202f;925&#x202f;809 pediatric hospitalizations from 2016 to 2023, 51&#x202f;542 sepsis cases (mean age, 6.6 [SD, 6.0] years; 22&#x202f;840 [44.3%] female) were identified (1.3% incidence); 37&#x202f;405 (72.6%) were community onset and 31&#x202f;744 (61.6%) had septic shock. In-hospital mortality was 10.1% and sepsis was present in 17.8% of hospitalizations that culminated in death. Incidence, characteristics, and mortality were broadly consistent across secondary datasets. On medical record review, the PSE definition had 69.9% sensitivity (95% CI, 58.1%-79.8%) and 93.1% specificity (95% CI, 89.6%-95.7%), with higher sensitivity than and comparable specificity with administrative codes. National estimates for 2022 were 18&#x202f;231 sepsis cases (95% CI, 16&#x202f;129-20&#x202f;334) and 1877 deaths(95% CI, 1629-2126). Neither sepsis cases nor deaths changed significantly from 2016 to 2022 (annual change, 0.2% [95% CI, -2.2% to 2.7%] and 0.3% [95% CI, -3.1% to 3.8%], respectively). An EHR-based definition for pediatric sepsis demonstrated strong validity compared with physician-adjudicated Phoenix sepsis and identified sepsis in 1.3% of pediatric hospitalizations with 10% mortality, corresponding to more than 18&#x202f;000 cases and more than 1800 deaths annually in the US."
"Reflections on FDA Draft Guidance on Bayesian Methods in Trials-Protecting Scientific Integrity and Evidentiary Standards.","Evans SR Author; Fleming TR Author; Janes H Author; Dodd LE Author","2026 Mar 23","10.1001/jama.2026.4175","https://jamanetwork.com/journals/jama/fullarticle/2847013","JAMA","","","","","Journal Article","This Perspective discusses the use of bayesian methods in clinical trials and the importance of having US Food and Drug Administration (FDA) guidance that provides substantive insights about the methods&#x2019; proper role."
"Diagnosis and Management of Resistant Hypertension: A Review.","Azizi M Author; Vongpatanasin W Author; Fisher NDL Author; Mahfoud F Author; Amar L Author; Kirtane AJ Author","2026 Mar 23","10.1001/jama.2026.1221","https://jamanetwork.com/journals/jama/fullarticle/2846682","JAMA","","","","","Journal Article","Hypertension, defined as office systolic blood pressure (SBP) 130 mm Hg or greater and/or diastolic blood pressure 80 mm Hg or greater, affects 43.9% of women and 49.5% of men in the US. Approximately 19.7% of patients treated for hypertension have apparent resistant hypertension (blood pressure &#x2265;130/80 mm Hg) despite using 3 or more antihypertensive medications, preferably a renin-angiotensin system blocker, a calcium channel blocker, and a thiazide-type diuretic, at maximally tolerated doses. Approximately 10% of patients treated for hypertension have true resistant hypertension confirmed with home or 24-hour ambulatory blood pressure monitoring to exclude white-coat hypertension (approximately 37.5% of apparent resistant hypertension) and after excluding medication nonadherence (approximately 50%) and secondary hypertension such as primary aldosteronism (approximately 5%-25%). Conditions associated with resistant hypertension include obesity, diabetes, chronic kidney disease, and sleep apnea. Resistant hypertension is associated with increased risk of cardiovascular death vs controlled blood pressure at 5 years to 10 years (absolute risk increase, 10.3% [95% CI, 8.7%-12.1%]). Lifestyle modifications for resistant hypertension include a low-sodium diet (&lt;1500 mg/d), reducing or avoiding alcohol, 150 min/wk or more of aerobic exercise, and weight loss. Illicit drugs (eg, cocaine) and medications that increase blood pressure (eg, nonsteroid anti-inflammatory drugs, serotonin-norepinephrine reuptake inhibitors) should be avoided. Sleep apnea should be treated when diagnosis is confirmed. Pharmacologic optimization includes use of combination tablets of antihypertensives; intensifying diuretic therapy by using chlorthalidone; and sequential addition of antihypertensive medications using evidence-based algorithms. In a meta-analysis of 20 studies (9 randomized clinical trials [RCTs] and 11 observational studies [331 participants]), use of antihypertensive therapies that combine 2 to 3 medications into a single formulation reduced SBP by -3.99 mm Hg (95% CI, -7.92 to -0.07) vs equivalent doses given separately. For patients with apparent or true resistant hypertension who have an estimated glomerular filtration rate of 45 mL/min/1.73 m2 or greater and a serum potassium level of 4.5 mmol/L or less, adding spironolactone (25-50 mg/d) compared with placebo lowers office SBP by -13.3 mm Hg (95% CI, -17.89 to -8.72 [4 RCTs]) and 24-hour ambulatory SBP by -8.46 mm Hg (95% CI, -12.54 to -4.38 [2 RCTs]) in a network meta-analysis of 24 RCTs (3485 patients with resistant hypertension). A meta-analysis of 10 RCTs (2478 participants) reported that compared with a sham procedure, catheter-based renal denervation, which disrupts the sympathetic nerves in the renal artery walls, decreased 24-hour ambulatory SBP by -4.4 mm Hg (95% CI, -6.1 to -2.7) and office SBP by -6.6 mm Hg (95% CI, -9.7 to -3.6). True resistant hypertension affects 10% of patients treated for hypertension and is diagnosed after excluding white-coat hypertension, medication nonadherence, and secondary hypertension such as primary aldosteronism. First-line treatment includes lifestyle modifications, diuretic therapy with chlorthalidone, and combination tablets of antihypertensives. Spironolactone and renal denervation decrease blood pressure in patients with true resistant hypertension."
"Embracing Bayesian Methods in Clinical Trials: FDA's Long-Awaited Draft Guidance.","Lee JJ Author; Harrell FE Jr Author; LaVange LM Author; Spiegelhalter DJ Author","2026 Mar 23","10.1001/jama.2026.4179","https://jamanetwork.com/journals/jama/fullarticle/2847011","JAMA","","","","","Journal Article","This Perspective discusses the importance of the US Food and Drug Administration&#x2019;s draft guidance on the use of bayesian methods in clinical trials because it underscores its commitment to modernizing clinical research."
"Antibiotic Therapy for Uncomplicated Acute Appendicitis: Ten-Year Follow-Up of the APPAC Randomized Clinical Trial.","Salminen P Author; Salminen R Author; Kallio J Author; Hurme S Author; Nordström P Author; Rantanen T Author; Paajanen H Author; Aarnio M Author; Mecklin JP Author; Sand J Author; Grönroos JM Author; Rautio T Author","2026 Mar 24","10.1001/jama.2025.25921","https://jamanetwork.com/journals/jama/fullarticle/2844116","JAMA","12","335","1041-1049","","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial","Antibiotic therapy is effective and safe for uncomplicated acute appendicitis in adults, but randomized clinical trial results exceeding 5 years are missing. To determine the 10-year appendicitis recurrence and appendectomy rate in patients with uncomplicated appendicitis treated with antibiotics. Ten-year observational follow-up of patients in the Appendicitis Acuta (APPAC) multicenter randomized clinical trial comparing appendectomy with antibiotics at 6 Finnish hospitals from November 2009 to June 2012, where 530 patients (aged 18-60 years) with uncomplicated acute appendicitis diagnosed by computed tomography were randomly assigned to appendectomy (n&#x2009;=&#x2009;273) or antibiotics (n&#x2009;=&#x2009;257). Last follow-up was April 29, 2024. This current analysis focused on assessing the 10-year appendicitis recurrence rate among patients assigned to antibiotics. Open appendectomy vs antibiotics with intravenous ertapenem sodium (1 g/d) for 3 days followed by 7 days of oral levofloxacin (500 mg once daily) and metronidazole (500 mg 3 times/d). Prespecified 10-year secondary end points included late (after 1 year) appendectomy and appendicitis recurrence rate after antibiotics and complications. Post hoc outcomes included the detection of possible appendiceal tumors among patients in the antibiotic group undergoing appendectomy or with an intact appendix using magnetic resonance imaging. Additional post hoc outcomes were quality of life and patient satisfaction. At 10-year follow-up, 253/257 patients (98.4%) randomized to receive antibiotics (median age, 33 years; 102 [40.3%] female) were assessed for appendicitis recurrence, with a true appendicitis recurrence rate (appendicitis at histopathology) of 37.8% (95% CI, 31.6%-44.1% [87/230]) and a cumulative appendectomy rate of 44.3% (95% CI, 38.2%-50.4% [112/253]). Overall, the 10-year cumulative complication rate in the group randomized to appendectomy was 27.4% (95% CI, 21.6%-33.3% [62/226]) and 8.5% (95% CI, 4.8%-12.1% [19/224]) in the group randomized to receive antibiotics (P&#x2009;&lt;&#x2009;.001). There was no observed significant difference in quality of life between antibiotics and appendectomy (387/530; median health index value, 1.0 [95% CI, 1.0-1.0] for both groups; P&#x2009;=&#x2009;.18). Among patients initially treated with antibiotics for uncomplicated acute appendicitis, the rate of recurrence and appendectomy at 10-year follow-up supports the use of antibiotics as an option for uncomplicated acute appendicitis in adult patients. ClinicalTrials.gov Identifier: NCT01022567."
"Oral Nalbuphine in Idiopathic Pulmonary Fibrosis-Associated Cough: The CORAL Randomized Clinical Trial.","Molyneaux PL Author; Mogulkoc N Author; Gunen H Author; Doboszynska A Author; Kreuter M Author; Neustifter B Author; Mathur V Author; Cassella J Author; CORAL Study Group CollectiveName","2026 Mar 24","10.1001/jama.2025.26179","https://jamanetwork.com/journals/jama/fullarticle/2844186","JAMA","12","335","1050-1059","","Journal Article; Randomized Controlled Trial; Multicenter Study; Clinical Trial, Phase II","For patients with idiopathic pulmonary fibrosis (IPF), cough impairs quality of life; effective treatments for IPF-associated cough are needed. To determine if nalbuphine extended release (ER), a &#x3ba; opioid receptor agonist and &#x3bc;-opioid receptor antagonist, decreases cough compared with placebo in patients with IPF-associated cough. In this randomized, double-blind, placebo-controlled phase 2b trial conducted at 52 sites in 10 countries, patients with IPF, chronic cough for at least 8 weeks, and a Cough Severity Numerical Rating Scale (0, no cough; 10, worst possible cough) score of 4 or higher were enrolled from February 2024 to February 2025, with last follow-up in April 2025. Statistical analyses were conducted from May to August 2025. Patients were randomized 1:1:1:1 to receive nalbuphine ER at doses of 27 mg, 54 mg, or 108 mg or placebo twice daily for 6 weeks. The primary outcome was the relative change from baseline in 24-hour cough frequency (coughs/h), measured with a digital cough monitor, for nalbuphine ER compared with placebo at week 6. The key secondary outcome was the relative change from baseline in the patient-reported cough frequency (Evaluating Respiratory Symptoms in IPF cough subscale; scores range from 0-4, lower scores indicate lesser cough frequency) at week 6. Of the 223 patients screened, 165 were randomized (42, 43, 40, and 40 to receive nalbuphine ER 27 mg, 54 mg, and 108 mg, and placebo, respectively) and 160 were included in the primary analysis (median age, 71 [range, 51-85] years; 28.5% female). The baseline mean (SD) cough count was 28.3 (27.4) coughs/h. In the nalbuphine ER 27 mg, 54 mg, and 108 mg twice-daily groups, the mean relative decrease in the cough count and the absolute decrease in coughs/h were 47.9% (from 24.6 to 11.9; P&#x2009;=&#x2009;.008), 53.4% (from 28.0 to 14.9; P&#x2009;&lt;&#x2009;.001), and 60.2% (from 31.5 to 11.9; P&#x2009;&lt;&#x2009;.001), respectively, compared with placebo (16.9%; from 29.4 to 28.1 coughs/h). For the key secondary outcome of patient-reported cough frequency at week 6, the relative and absolute changes were -31.4% (from 2.3 to 1.5; P&#x2009;=&#x2009;.14), -40.6% (from 2.6 to 1.4; P&#x2009;=&#x2009;.004), and -40.2% (from 2.4 to 1.4; P&#x2009;&lt;&#x2009;.005) in the 27-mg, 54-mg, and 108-mg groups, respectively, compared with -21.9% (from 2.6 to 1.9) with placebo. For patients with IPF-associated chronic cough, all 3 doses of nalbuphine ER reduced objective cough frequency and the 2 higher doses improved patient-reported cough frequency at 6 weeks. ClinicalTrials.gov Identifier: NCT05964335."
"Electronic Health Record Intervention and Deprescribing for Older Adults: A Randomized Clinical Trial.","Lauffenburger JC Author; Sung M Author; Glynn RJ Author; Keller PA Author; Robertson T Author; Kim DH Author; Bhatkhande G Author; Jungo KT Author; Haff N Author; Hanken KE Author; Isaac T Author; Choudhry NK Author","2026 Mar 24","10.1001/jama.2025.26967","https://jamanetwork.com/journals/jama/fullarticle/2844545","JAMA","12","335","1060-1069","","Journal Article; Randomized Controlled Trial","Potentially inappropriate medications are commonly overprescribed to older adults. Although electronic health record (EHR)-based tools can increase use of evidence-based medications, their ability to reduce prescription of potentially inappropriate medications remains unclear. To test the effects of 2 EHR interventions, designed using behavioral science techniques, on the deprescribing of potentially inappropriate medications compared with usual care in older patients. In this 3-group parallel randomized clinical trial, 201 primary care physicians (PCPs) in an academic center in Massachusetts were cluster-randomized in November 2022. Follow-up ended March 15, 2024. The intervention focused on patients of randomized PCPs who were 65 years or older, had a PCP visit between November 10, 2022, and March 15, 2024, and were prescribed at least 90 pills of benzodiazepines, nonbenzodiazepine sedative hypnotics, or at least 2 anticholinergic medications in the past 180 days. PCPs were randomized to usual care (no intervention) or to 1 of 2 sequential EHR **Interventions:** a precommitment intervention, in which an EHR message was sent to the physician during the first patient visit asking the PCP to initiate deprescribing discussions with a second reminder EHR message at the patient's second visit encouraging deprescribing; and a boostering intervention, in which PCPs received a notification encouraging deprescribing at the first patient visit and an in-basket reminder 4 weeks later. The primary outcome was deprescribing at least 1 medication on or after the first patient visit though the end of follow-up. Deprescribing was defined as physician-directed discontinuation or medication tapering assessed at the patient level using EHR data. Generalized estimating equations with a log link and binary-distributed errors were used for analyses, adjusting for clustering and multiple testing using Holm-Bonferroni corrections. Of 1146 participants (mean age, 73.6 years [SD, 6.4]; 69.7% female, mean follow-up, 289.9 days), 373 (32.5%) had at least 1 medication deprescribed: 145 (36.8%) in the precommitment group, 122 (34.3%) in the boostering group, and 106 (26.8%) in usual care. Compared with usual care, deprescribing was 40% more likely (relative risk [RR], 1.40; 95% CI, 1.14-1.73; absolute difference, 10.4%) in the precommitment group and 26% more likely (RR, 1.26; 95% CI, 1.01-1.57; absolute difference, 6.5%) in the boostering group. No serious adverse events were reported through the adverse event reporting system. Death rates based on manual chart review were 1.4% in the precommitment group, 3.9% in the boostering group, and 1.8% in the usual care group. These results support use of EHR tools designed using behavioral science principles to significantly increase rates of deprescribing potentially inappropriate medications used by older adults. ClinicalTrials.gov Identifier: NCT005538065."
"Why It Is Unethical Not to Conduct Randomized Trials in Pregnancy.","Bilinski A Author","2026 Mar 24","10.1001/jama.2026.0805","https://jamanetwork.com/journals/jama/fullarticle/2844769","JAMA","12","335","1029-1030","","Journal Article","This Viewpoint discusses the need to develop systematic review processes for medications during pregnancy, including routine randomized clinical trials (RCTs), rather than relying on observational study data."
"Evolocumab to Reduce First Major Cardiovascular Events in Patients Without Known Significant Atherosclerosis and With Diabetes: Results From the VESALIUS-CV Trial.","Marston NA Author; Bohula EA Author; Bhatia AK Author; De Ferrari GM Author; Leiter LA Author; Nicolau JC Author; Park JG Author; Murphy SA Author; Walsh E Author; Liu L Author; Verma S Author; Sattar N Author; Nicholls SJ Author; Lopez-Sendon J Author; Gouni-Berthold I Author; Tokgozoglu L Author; Blankstein R Author; Cyrille M Author; da Silva Lima GP Author; Giugliano RP Author; Sabatine MS Author; VESALIUS-CV Investigators CollectiveName","2026 Mar 28","10.1001/jama.2026.3277","https://jamanetwork.com/journals/jama/fullarticle/2847162","JAMA","","","","","Journal Article","Intensive lowering of low-density lipoprotein cholesterol (LDL-C) levels with PCSK9 (proprotein convertase subtilisin/kexin type 9) inhibitors for cardiovascular event reduction has largely been reserved for patients with significant atherosclerosis. To investigate whether evolocumab could prevent a first major cardiovascular event (MACE) in patients without known significant atherosclerosis. VESALIUS-CV was a randomized, double-blind, placebo-controlled trial of evolocumab conducted across 774 sites in 33 countries and enrolling 12&#x202f;257 patients with no prior myocardial infarction or stroke, LDL-C level 90 mg/dL or greater, and qualifying atherosclerosis or high-risk diabetes. This prespecified subgroup analysis examined outcomes in patients without known significant atherosclerosis (none of the following: prior arterial revascularization, arterial stenosis &#x2265;50%, or coronary artery calcium score &#x2265;100 Agatston units), all of whom had diabetes. Enrollment started in June 2019 and the last patient visit was July 2025, with a median follow-up of 4.8 years. Patients were randomized in a 1:1 ratio to subcutaneous administration of either evolocumab (140 mg every 2 weeks) or matching placebo added to optimally tolerated statin therapy. The dual primary end points were composites of coronary heart disease death, myocardial infarction, or ischemic stroke (3-P MACE) and 3-P MACE plus ischemia-driven arterial revascularization (4-P MACE). Secondary end points included all-cause mortality. This predefined subgroup included 3655 patients (1849 in the evolocumab group and 1806 in the placebo group) with a median age of 65 years (57% female). Among those in the lipid substudy, the median LDL-C level at 48 weeks was 52 mg/dL in the evolocumab group vs 111 mg/dL in the placebo group (P&#x2009;&lt;&#x2009;.001). A 3-P MACE event occurred in 83 patients (5-year Kaplan-Meier estimate, 5.0%) in the evolocumab group compared with 117 patients (5-year Kaplan-Meier estimate, 7.1%) in the placebo group (hazard ratio [HR], 0.69 [95% CI, 0.52-0.91]; P&#x2009;=&#x2009;.009; between-group difference, 2.1% [95% CI, 0.4%-3.8%]). A 4-P MACE event occurred in 127 patients (5-year Kaplan-Meier estimate, 7.6%) in the evolocumab group compared with 178 patients (5-year Kaplan-Meier estimate, 10.5%) in the placebo group (HR, 0.69 [95% CI, 0.55-0.86]; P&#x2009;=&#x2009;.001; between-group difference, 2.9% [95% CI, 0.9%-4.9%]). There were 136 deaths (5-year Kaplan-Meier estimate, 7.8%) in the evolocumab group compared with 172 deaths (5-year Kaplan-Meier estimate, 10.1%) in the placebo group (HR, 0.76 [95% CI, 0.61-0.95]). In high-risk patients without known significant atherosclerosis and with diabetes, evolocumab reduced the risk of a first major cardiovascular event. ClinicalTrials.gov Identifier: NCT03872401."
